customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalChargesPerTenure,TenureGroup,MonthlyChargePerTenure,ChurnNumeric,ServiceCount,MonthlyChargePerService,TotalServiceCount,MonthlyChargePerTotalService,ServiceDensity,TotalChargesPerService
9577-WJVCQ,Female,0,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,54.45,3687.75,No,54.231617647058826,5-6 Years,0.8007352941176471,0,4,13.6125,5,10.89,0.0735294117647058,737.55
9512-UIBFX,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,95.15,1779.95,Yes,98.88611111111112,1-2 Years,5.286111111111111,1,5,19.03,6,15.858333333333334,0.3333333333333333,296.65833333333336
6202-DYYFX,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),76.0,1783.6,No,81.07272727272726,1-2 Years,3.4545454545454546,0,3,25.33333333333333,4,19.0,0.1818181818181818,445.9
3808-HFKDE,Female,0,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.35,927.15,No,46.3575,1-2 Years,2.2175,0,2,22.175,3,14.783333333333331,0.15,309.05
5583-SXDAG,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.0,70.0,Yes,70.0,0-1 Year,70.0,1,2,35.0,3,23.33333333333333,3.0,23.333333333333332
3488-PGMQJ,Male,1,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.5,606.55,Yes,75.81875,0-1 Year,9.3125,1,3,24.83333333333333,4,18.625,0.5,151.6375
3580-REOAC,Male,0,No,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.85,435.4,Yes,43.54,0-1 Year,4.485,1,2,22.425,3,14.95,0.3,145.13333333333333
7534-BFESC,Male,1,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.1,1712.7,Yes,71.3625,1-2 Years,3.170833333333333,1,3,25.366666666666664,4,19.025,0.1666666666666666,428.175
3727-OWVYD,Male,0,No,No,35,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,61.2,2021.2,No,57.74857142857143,2-4 Years,1.7485714285714289,0,5,12.24,6,10.2,0.1714285714285714,336.8666666666667
2294-SALNE,Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,86.8,1940.8,No,84.38260869565217,1-2 Years,3.773913043478261,0,5,17.36,6,14.466666666666669,0.2608695652173913,323.46666666666664
4847-TAJYI,Female,1,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.35,567.8,No,94.63333333333333,0-1 Year,14.891666666666666,0,4,22.3375,5,17.869999999999997,0.8333333333333334,113.55999999999999
1563-IWQEX,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,220.35,No,18.3625,0-1 Year,1.6416666666666666,0,1,19.7,1,19.7,0.0833333333333333,220.35
8203-XJZRC,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,20.25,No,20.25,0-1 Year,20.25,0,1,20.25,1,20.25,1.0,20.25
6556-DBKZF,Female,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,76.05,5436.45,No,76.56971830985916,5-6 Years,1.0711267605633803,0,3,25.35,4,19.0125,0.056338028169014,1359.1125
6851-WEFYX,Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,3437.5,No,98.21428571428571,2-4 Years,2.88,0,6,16.8,7,14.4,0.2,491.07142857142856
2985-JUUBZ,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.55,3015.75,No,75.39375,2-4 Years,1.86375,0,6,12.425,7,10.65,0.175,430.82142857142856
6390-DSAZX,Female,0,No,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.6,73.6,Yes,73.6,0-1 Year,73.6,1,3,24.53333333333333,4,18.4,4.0,18.4
0895-LMRSF,Male,0,No,No,23,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),64.9,1509.8,No,65.64347826086956,1-2 Years,2.821739130434783,0,4,16.225,5,12.98,0.217391304347826,301.96
8098-LLAZX,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,396.1,Yes,99.025,0-1 Year,23.8625,1,5,19.09,6,15.908333333333331,1.5,66.01666666666667
8266-VBFQL,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.4,356.65,No,89.1625,0-1 Year,22.6,0,5,18.08,6,15.066666666666668,1.5,59.44166666666666
8181-YHCMF,Female,0,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.3,4109.0,No,60.4264705882353,5-6 Years,0.8867647058823529,0,6,10.05,7,8.614285714285714,0.1029411764705882,587.0
2240-HSJQD,Male,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,81.85,3141.7,No,82.67631578947368,2-4 Years,2.1539473684210524,0,4,20.4625,5,16.369999999999997,0.131578947368421,628.3399999999999
1248-DYXUB,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.8,1229.1,No,23.63653846153846,4-5 Years,0.4769230769230769,0,2,12.4,2,12.4,0.0384615384615384,614.55
0265-EDXBD,Male,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,2303.35,Yes,71.9796875,2-4 Years,2.340625,1,3,24.96666666666667,4,18.725,0.125,575.8375
4115-BNPJY,Male,0,Yes,Yes,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,75.55,2054.4,No,70.84137931034483,2-4 Years,2.6051724137931034,0,6,12.591666666666669,7,10.792857142857144,0.2413793103448276,293.4857142857143
3167-SNQPL,Male,1,Yes,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,3741.85,No,98.46973684210526,2-4 Years,2.6618421052631582,0,6,16.858333333333334,7,14.45,0.1842105263157894,534.55
4091-TVOCN,Male,0,No,Yes,48,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),78.75,3682.45,No,76.71770833333333,2-4 Years,1.640625,0,7,11.25,8,9.84375,0.1666666666666666,460.30625
1098-TDVUQ,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.25,19.25,No,19.25,0-1 Year,19.25,0,1,19.25,1,19.25,1.0,19.25
7277-OZCGZ,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.05,1886.25,No,85.73863636363636,1-2 Years,4.047727272727273,0,5,17.81,6,14.841666666666669,0.2727272727272727,314.375
1557-EMYVT,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.05,4895.1,No,113.83953488372094,2-4 Years,2.675581395348837,0,9,12.783333333333331,10,11.505,0.2325581395348837,489.51000000000005
2799-ARNLO,Female,1,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,341.6,No,68.32000000000001,0-1 Year,13.87,0,2,34.675,3,23.116666666666664,0.6,113.86666666666667
7563-BIUPC,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.6,415.55,Yes,83.11,0-1 Year,16.119999999999997,1,3,26.866666666666664,4,20.15,0.8,103.8875
5027-YOCXN,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),110.05,5686.4,No,111.49803921568626,4-5 Years,2.157843137254902,0,8,13.75625,9,12.227777777777778,0.1764705882352941,631.8222222222222
3973-SKMLN,Male,0,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.9,1355.1,No,19.085915492957746,5-6 Years,0.280281690140845,0,1,19.9,1,19.9,0.0140845070422535,1355.1
2321-OMBXY,Female,0,Yes,Yes,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.3,3058.65,Yes,80.49078947368422,2-4 Years,2.113157894736842,1,7,11.471428571428572,8,10.0375,0.2105263157894736,382.33125
2840-XANRC,Male,1,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.15,2231.05,Yes,92.96041666666667,1-2 Years,3.88125,1,5,18.630000000000003,6,15.525,0.25,371.8416666666667
6745-JEFZB,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),91.5,3236.35,No,92.46714285714286,2-4 Years,2.6142857142857143,0,5,18.3,6,15.25,0.1714285714285714,539.3916666666667
5020-ZSTTY,Female,1,No,No,54,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),82.45,4350.1,Yes,80.55740740740741,4-5 Years,1.526851851851852,1,8,10.30625,9,9.161111111111111,0.1666666666666666,483.3444444444445
9880-TDQAC,Female,0,Yes,Yes,72,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,60.0,4264.0,No,59.22222222222222,5-6 Years,0.8333333333333334,0,6,10.0,7,8.571428571428571,0.0972222222222222,609.1428571428571
8705-WZCYL,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.8,44.8,No,44.8,0-1 Year,44.8,0,2,22.4,3,14.933333333333332,3.0,14.933333333333332
7102-JJVTX,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,48.6,422.3,No,46.922222222222224,0-1 Year,5.4,0,3,16.2,4,12.15,0.4444444444444444,105.575
8626-PTQGE,Male,0,No,No,69,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.05,4176.7,No,60.53188405797101,5-6 Years,0.8702898550724637,0,6,10.008333333333333,7,8.578571428571427,0.1014492753623188,596.6714285714286
4983-CLMLV,Female,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.7,5138.1,No,98.8096153846154,4-5 Years,1.975,0,7,14.671428571428573,8,12.8375,0.1538461538461538,642.2625
5701-YVSVF,Female,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.9,880.05,No,80.00454545454545,0-1 Year,7.536363636363637,0,4,20.725,5,16.580000000000002,0.4545454545454545,176.01
5804-LEPIM,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,139.05,Yes,69.525,0-1 Year,35.175,1,2,35.175,3,23.45,1.5,46.35
5697-GOMBF,Female,1,Yes,Yes,28,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.9,973.65,No,34.77321428571428,2-4 Years,1.282142857142857,0,2,17.95,3,11.966666666666669,0.1071428571428571,324.55
2739-CACDQ,Female,1,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.65,1470.05,No,86.4735294117647,1-2 Years,4.861764705882353,0,4,20.6625,5,16.53,0.2941176470588235,294.01
9385-EHGDO,Female,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,739.35,No,21.124285714285715,2-4 Years,0.5671428571428572,0,1,19.85,1,19.85,0.0285714285714285,739.35
9498-FIMXL,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.2,161.95,No,20.24375,0-1 Year,2.4,0,1,19.2,1,19.2,0.125,161.95
2379-GYFLQ,Male,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),94.9,4422.95,No,96.15108695652174,2-4 Years,2.063043478260869,0,6,15.816666666666668,7,13.55714285714286,0.1521739130434782,631.85
0122-OAHPZ,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.85,511.25,Yes,73.03571428571429,0-1 Year,10.55,1,3,24.616666666666664,4,18.4625,0.5714285714285714,127.8125
2868-SNELZ,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.6,155.8,Yes,77.9,0-1 Year,40.3,1,4,20.15,5,16.119999999999997,2.5,31.160000000000004
4322-RCYMT,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.8,5293.95,Yes,77.85220588235293,5-6 Years,1.1147058823529412,1,7,10.828571428571427,8,9.475,0.1176470588235294,661.74375
6680-NENYN,Female,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,104.6,4759.85,Yes,110.69418604651163,2-4 Years,2.4325581395348834,1,7,14.94285714285714,8,13.075,0.1860465116279069,594.98125
2088-IEBAU,Female,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,88.15,6148.45,No,90.41838235294118,5-6 Years,1.2963235294117648,0,9,9.794444444444444,10,8.815000000000001,0.1470588235294117,614.845
7982-VCELR,Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.8,3565.65,No,99.04583333333333,2-4 Years,2.6333333333333333,0,5,18.96,6,15.8,0.1666666666666666,594.275
1343-EHPYB,Male,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.4,6603.0,Yes,104.80952380952381,5-6 Years,1.6412698412698414,1,7,14.771428571428572,8,12.925,0.1269841269841269,825.375
6035-BXTTY,Female,1,No,No,32,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),54.65,1830.1,No,57.190625,2-4 Years,1.7078125,0,4,13.6625,5,10.93,0.15625,366.02
6885-PKOAM,Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),85.75,6223.8,No,87.65915492957747,5-6 Years,1.2077464788732395,0,9,9.52777777777778,10,8.575,0.1408450704225352,622.38
7520-HQWJU,Female,0,Yes,Yes,66,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.45,4508.65,No,68.31287878787879,5-6 Years,1.021969696969697,0,6,11.241666666666667,7,9.635714285714286,0.106060606060606,644.092857142857
9639-BUJXT,Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.5,1328.15,No,21.081746031746032,5-6 Years,0.3253968253968254,0,1,20.5,1,20.5,0.0158730158730158,1328.15
5924-SNGKP,Female,0,No,Yes,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.25,865.0,No,21.097560975609756,2-4 Years,0.4939024390243902,0,1,20.25,1,20.25,0.024390243902439,865.0
0021-IKXGC,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.1,72.1,No,72.1,0-1 Year,72.1,0,3,24.03333333333333,4,18.025,4.0,18.025
2034-GDRCN,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.4,168.2,Yes,84.1,0-1 Year,45.2,1,4,22.6,5,18.08,2.5,33.64
8966-SNIZF,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.45,1303.5,No,18.62142857142857,5-6 Years,0.2778571428571428,0,1,19.45,1,19.45,0.0142857142857142,1303.5
6243-OZGFH,Female,0,No,No,23,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.95,996.85,No,43.34130434782609,1-2 Years,1.954347826086957,0,3,14.983333333333334,4,11.2375,0.1739130434782608,249.2125
4654-DLAMQ,Female,1,Yes,No,64,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),97.0,6430.9,No,100.4828125,5-6 Years,1.515625,0,6,16.166666666666668,7,13.857142857142858,0.109375,918.6999999999999
0513-RBGPE,Male,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.8,2278.75,No,61.58783783783784,2-4 Years,1.6972972972972973,0,6,10.466666666666669,7,8.971428571428572,0.1891891891891892,325.5357142857143
5160-UXJED,Male,0,No,Yes,17,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,44.6,681.4,No,40.08235294117647,1-2 Years,2.623529411764706,0,2,22.3,3,14.866666666666667,0.1764705882352941,227.13333333333333
4115-NZRKS,Female,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.15,574.35,No,82.05,0-1 Year,12.735714285714286,0,4,22.2875,5,17.830000000000002,0.7142857142857143,114.87
0219-YTZUE,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,371.9,Yes,92.975,0-1 Year,21.2,1,5,16.96,6,14.133333333333333,1.5,61.98333333333333
0623-IIHUG,Female,1,No,No,21,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.9,840.1,Yes,40.00476190476191,1-2 Years,1.995238095238096,1,3,13.966666666666669,4,10.475,0.1904761904761904,210.025
4572-DVCGN,Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.25,846.0,Yes,84.6,0-1 Year,8.025,1,3,26.75,4,20.0625,0.4,211.5
3351-NGXYI,Female,1,No,No,16,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.1,889.0,No,55.5625,1-2 Years,3.38125,0,4,13.525,5,10.82,0.3125,177.8
8984-EYLLL,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,105.25,6823.4,No,106.615625,5-6 Years,1.64453125,0,7,15.035714285714286,8,13.15625,0.125,852.925
9057-MSWCO,Male,1,Yes,No,27,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),30.75,805.1,Yes,29.81851851851852,2-4 Years,1.1388888888888888,1,2,15.375,3,10.25,0.1111111111111111,268.3666666666667
9833-TGFHX,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,97.1,4016.75,No,95.63690476190476,2-4 Years,2.3119047619047617,0,6,16.183333333333334,7,13.87142857142857,0.1666666666666666,573.8214285714286
9294-TDIPC,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,83.75,No,16.75,0-1 Year,4.04,0,1,20.2,1,20.2,0.2,83.75
5229-DTFYB,Female,0,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.8,3959.15,No,96.56463414634146,2-4 Years,2.4097560975609755,0,6,16.466666666666665,7,14.114285714285714,0.1707317073170731,565.5928571428572
0104-PPXDV,Male,0,Yes,No,58,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),50.3,2878.55,No,49.630172413793105,4-5 Years,0.8672413793103447,0,3,16.766666666666666,4,12.575,0.0689655172413793,719.6375
5176-LMJXE,Female,0,No,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.55,945.7,No,20.121276595744682,2-4 Years,0.4372340425531915,0,1,20.55,1,20.55,0.0212765957446808,945.7
3583-KRKMD,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05,No,76.28055555555555,1-2 Years,4.216666666666667,0,3,25.3,4,18.975,0.2222222222222222,343.2625
1010-DIAUQ,Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.5,492.55,Yes,98.51,0-1 Year,19.3,1,5,19.3,6,16.083333333333332,1.2,82.09166666666667
9069-LGEUL,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),59.95,1406.0,No,61.130434782608695,1-2 Years,2.606521739130435,0,4,14.9875,5,11.99,0.217391304347826,281.2
7302-ZHMHP,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.15,19.15,No,19.15,0-1 Year,19.15,0,1,19.15,1,19.15,1.0,19.15
9571-EDEBV,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),98.65,6962.85,No,98.06830985915494,5-6 Years,1.38943661971831,0,6,16.441666666666666,7,14.092857142857143,0.0985915492957746,994.6928571428572
3520-FJGCV,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),112.6,8126.65,No,112.87013888888889,5-6 Years,1.5638888888888889,0,9,12.511111111111113,10,11.26,0.1388888888888889,812.665
6563-VRERX,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,690.25,No,20.916666666666668,2-4 Years,0.6242424242424243,0,1,20.6,1,20.6,0.0303030303030303,690.25
0259-GBZSH,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.65,181.5,Yes,90.75,0-1 Year,42.825,1,4,21.4125,5,17.130000000000003,2.5,36.3
6122-EFVKN,Male,0,No,Yes,24,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,35.75,830.8,No,34.61666666666667,1-2 Years,1.4895833333333333,0,3,11.916666666666666,4,8.9375,0.1666666666666666,207.7
2805-EDJPQ,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),99.75,5608.4,No,100.14999999999999,4-5 Years,1.78125,0,7,14.25,8,12.46875,0.1428571428571428,701.05
6862-CQUMB,Male,0,No,No,37,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.1,3646.8,No,98.56216216216217,2-4 Years,2.597297297297297,0,5,19.22,6,16.016666666666666,0.1621621621621621,607.8000000000001
7156-MXBJE,Female,0,No,No,43,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),85.1,3662.25,No,85.1686046511628,2-4 Years,1.9790697674418605,0,8,10.6375,9,9.455555555555556,0.2093023255813953,406.9166666666667
6158-HDPXZ,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.35,25.35,No,25.35,0-1 Year,25.35,0,1,25.35,2,12.675,2.0,12.675
9601-BRXPO,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.95,2566.5,Yes,102.66,2-4 Years,4.198,1,7,14.992857142857144,8,13.11875,0.32,320.8125
2863-IMQDR,Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,89.65,5308.7,No,87.02786885245901,5-6 Years,1.4696721311475411,0,9,9.961111111111112,10,8.965,0.1639344262295081,530.87
5686-CMAWK,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,86.75,1410.25,No,82.95588235294117,1-2 Years,5.102941176470588,0,5,17.35,6,14.458333333333334,0.3529411764705882,235.04166666666666
5651-CRHKQ,Female,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86.2,3339.05,No,81.44024390243902,2-4 Years,2.102439024390244,0,5,17.240000000000002,6,14.366666666666667,0.1463414634146341,556.5083333333333
6905-NIQIN,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.65,50.65,Yes,50.65,0-1 Year,50.65,1,3,16.883333333333333,4,12.6625,4.0,12.6625
8204-YJCLA,Male,1,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.8,4732.35,No,65.72708333333334,5-6 Years,0.8999999999999999,0,7,9.257142857142856,8,8.1,0.1111111111111111,591.54375
5167-ZFFMM,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,Yes,90.85,0-1 Year,90.85,1,5,18.17,6,15.141666666666666,6.0,15.141666666666666
6583-SZVGP,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,5067.45,No,105.57187499999999,2-4 Years,2.252083333333333,0,7,15.44285714285714,8,13.5125,0.1666666666666666,633.43125
4895-TMWIR,Male,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,214.75,Yes,19.522727272727273,0-1 Year,1.8136363636363635,1,1,19.95,1,19.95,0.0909090909090909,214.75
0533-BNWKF,Female,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.45,4874.7,Yes,88.63090909090909,4-5 Years,1.5536363636363637,1,5,17.09,6,14.241666666666667,0.109090909090909,812.4499999999999
1708-PBBOA,Female,0,No,No,42,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,54.75,2348.45,No,55.915476190476184,2-4 Years,1.3035714285714286,0,6,9.125,7,7.821428571428571,0.1666666666666666,335.49285714285713
