customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalChargesPerTenure,TenureGroup,MonthlyChargePerTenure,ChurnNumeric,ServiceCount,MonthlyChargePerService,TotalServiceCount,MonthlyChargePerTotalService,ServiceDensity
1852-QSWCD,Male,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,1514.85,No,23.66953125,5-6 Years,0.3875,0,2,12.4,2,12.4,0.03125
4832-VRBMR,Male,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.15,6792.45,No,104.49923076923076,5-6 Years,1.586923076923077,0,7,14.735714285714286,8,12.89375,0.12307692307692308
9079-LWTFD,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,100.75,4669.2,No,99.34468085106384,2-4 Years,2.143617021276596,0,7,14.392857142857142,8,12.59375,0.1702127659574468
6356-ELRKD,Female,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,95.6,Yes,95.6,0-1 Year,95.6,1,5,19.119999999999997,6,15.933333333333332,6.0
8624-GIOUT,Female,0,No,No,49,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.75,2934.3,Yes,59.88367346938776,4-5 Years,1.219387755102041,1,5,11.95,6,9.958333333333334,0.12244897959183673
3392-EHMNK,Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),94.1,6302.8,No,94.07164179104478,5-6 Years,1.4044776119402984,0,6,15.683333333333332,7,13.442857142857141,0.1044776119402985
5986-WWXDV,Male,0,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.35,779.2,No,19.97948717948718,2-4 Years,0.4961538461538461,0,1,19.35,1,19.35,0.02564102564102564
3061-BCKYI,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,283.75,No,20.267857142857142,1-2 Years,1.4214285714285713,0,1,19.9,1,19.9,0.07142857142857142
6179-GJPSO,Female,1,No,No,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.15,4600.7,Yes,106.99302325581397,2-4 Years,2.515116279069768,1,7,15.450000000000001,8,13.51875,0.18604651162790697
7901-TBKJX,Male,1,No,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,5594.0,No,99.89285714285714,4-5 Years,1.8044642857142856,0,6,16.841666666666665,7,14.435714285714285,0.125
7228-PAQPD,Female,0,No,No,14,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),59.1,772.85,No,55.20357142857143,1-2 Years,4.221428571428572,0,4,14.775,5,11.82,0.35714285714285715
3177-LASXD,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71.35,71.35,Yes,71.35,0-1 Year,71.35,1,2,35.675,3,23.78333333333333,3.0
7746-QYVCO,Male,0,Yes,Yes,16,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,55.85,857.8,No,53.6125,1-2 Years,3.490625,0,4,13.9625,5,11.17,0.3125
5804-HYIEZ,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.05,7554.05,No,107.915,5-6 Years,1.515,0,7,15.15,8,13.25625,0.11428571428571428
9919-FZDED,Male,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.1,5981.65,No,83.07847222222222,5-6 Years,1.1680555555555554,0,8,10.5125,9,9.344444444444443,0.125
5934-TSSAU,Female,0,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1702.9,No,74.0391304347826,1-2 Years,3.273913043478261,0,3,25.099999999999998,4,18.825,0.17391304347826086
3486-KHMLI,Male,0,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.7,467.15,No,22.245238095238093,1-2 Years,1.1761904761904762,0,2,12.35,2,12.35,0.09523809523809523
4897-QSUYC,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.15,20.15,Yes,20.15,0-1 Year,20.15,1,1,20.15,1,20.15,1.0
1084-UQCHV,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,69.75,Yes,69.75,0-1 Year,69.75,1,2,34.875,3,23.25,3.0
8290-YWKHZ,Female,1,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.2,2931.0,Yes,91.59375,2-4 Years,2.9125,1,5,18.64,6,15.533333333333333,0.1875
2955-BJZHG,Male,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.85,1400.85,Yes,82.40294117647058,1-2 Years,4.755882352941176,1,3,26.95,4,20.2125,0.23529411764705882
3806-DXQOM,Female,0,No,No,4,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,33.65,137.85,Yes,34.4625,0-1 Year,8.4125,1,3,11.216666666666667,4,8.4125,1.0
6784-XYJAE,Female,0,No,No,36,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,55.8,1941.5,No,53.93055555555556,2-4 Years,1.5499999999999998,0,4,13.95,5,11.16,0.1388888888888889
3933-DQPWX,Female,0,No,No,50,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),39.7,1932.75,No,38.655,4-5 Years,0.794,0,4,9.925,5,7.94,0.1
6661-EIPZC,Female,0,Yes,Yes,48,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),29.5,1423.05,No,29.646875,2-4 Years,0.6145833333333334,0,2,14.75,3,9.833333333333334,0.0625
8957-THMOA,Female,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.15,970.85,No,19.417,4-5 Years,0.4029999999999999,0,1,20.15,1,20.15,0.02
2251-PYLPB,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),79.55,5810.9,No,80.70694444444445,5-6 Years,1.104861111111111,0,8,9.94375,9,8.838888888888889,0.125
5555-RNPGT,Male,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.8,223.9,No,22.39,0-1 Year,2.48,0,2,12.4,2,12.4,0.2
1057-FOGLZ,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,391.7,No,21.76111111111111,1-2 Years,1.0916666666666666,0,1,19.65,1,19.65,0.05555555555555555
9300-RENDD,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,79.95,Yes,79.95,0-1 Year,79.95,1,3,26.650000000000002,4,19.9875,4.0
0761-AETCS,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.3,19.3,Yes,19.3,0-1 Year,19.3,1,1,19.3,1,19.3,1.0
8087-LGYHQ,Male,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.05,811.65,No,90.18333333333334,0-1 Year,10.45,0,5,18.81,6,15.674999999999999,0.6666666666666666
4137-BTIKL,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,90.75,174.75,No,87.375,0-1 Year,45.375,0,5,18.15,6,15.125,3.0
2190-BCXEC,Female,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),78.85,3126.85,No,78.17125,2-4 Years,1.97125,0,4,19.7125,5,15.77,0.125
6227-FBDXH,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),99.5,6841.45,No,99.15144927536232,5-6 Years,1.4420289855072463,0,6,16.583333333333332,7,14.214285714285714,0.10144927536231885
2153-MREFK,Female,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,99.2,3754.6,Yes,101.47567567567567,2-4 Years,2.681081081081081,1,7,14.171428571428573,8,12.4,0.21621621621621623
2911-WDXMV,Male,0,No,Yes,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,1406.65,No,78.14722222222223,1-2 Years,4.475,0,4,20.1375,5,16.11,0.2777777777777778
7206-PQBBZ,Male,1,Yes,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,834.7,No,75.88181818181819,0-1 Year,6.381818181818182,0,2,35.1,3,23.400000000000002,0.2727272727272727
3106-ULWFW,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.2,627.4,Yes,78.425,0-1 Year,10.65,1,4,21.3,5,17.04,0.625
0925-VYDLG,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,242.0,Yes,80.66666666666667,0-1 Year,25.08333333333333,1,3,25.083333333333332,4,18.8125,1.3333333333333333
4547-FZJWE,Male,0,Yes,Yes,55,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),59.45,3157.0,No,57.4,4-5 Years,1.080909090909091,0,4,14.8625,5,11.89,0.09090909090909091
7422-WNBTY,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.35,3092.0,No,93.6969696969697,2-4 Years,2.828787878787878,0,6,15.558333333333332,7,13.335714285714285,0.21212121212121213
0842-IWYCP,Female,0,No,No,46,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.95,2168.9,No,47.15,2-4 Years,0.9771739130434784,0,2,22.475,3,14.983333333333334,0.06521739130434782
3521-HTQTV,Male,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.1,980.35,No,28.833823529411767,2-4 Years,0.7676470588235295,0,2,13.05,2,13.05,0.058823529411764705
3744-ZBHON,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.2,65.95,No,21.98333333333333,0-1 Year,6.733333333333333,0,1,20.2,1,20.2,0.3333333333333333
3373-DIUUN,Male,0,Yes,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.25,711.9,No,23.73,2-4 Years,0.7083333333333334,0,1,21.25,1,21.25,0.03333333333333333
8383-SGHJU,Female,0,No,No,33,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,59.4,1952.8,No,59.17575757575757,2-4 Years,1.8,0,5,11.879999999999999,6,9.9,0.18181818181818182
7607-QKKTJ,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),95.0,4368.85,No,97.08555555555556,2-4 Years,2.111111111111111,0,6,15.833333333333334,7,13.571428571428571,0.15555555555555556
7707-PYBBH,Male,0,No,No,40,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,61.9,2647.1,No,66.1775,2-4 Years,1.5475,0,5,12.379999999999999,6,10.316666666666666,0.15
8984-HPEMB,Female,0,No,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.65,8477.6,No,119.40281690140846,5-6 Years,1.6711267605633804,0,9,13.183333333333334,10,11.865,0.14084507042253522
4349-GFQHK,Male,0,No,No,1,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,54.35,54.35,Yes,54.35,0-1 Year,54.35,1,4,13.5875,5,10.870000000000001,5.0
4139-DETXS,Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),64.45,4528.0,No,62.888888888888886,5-6 Years,0.8951388888888889,0,7,9.207142857142857,8,8.05625,0.1111111111111111
9779-DPNEJ,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.15,1790.65,No,81.39318181818182,1-2 Years,3.6431818181818185,0,3,26.71666666666667,4,20.0375,0.18181818181818182
9805-FILKB,Male,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.2,845.6,No,18.382608695652173,2-4 Years,0.4391304347826086,0,1,20.2,1,20.2,0.021739130434782608
5793-YOLJN,Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.0,1210.3,No,22.005454545454544,4-5 Years,0.3818181818181818,0,1,21.0,1,21.0,0.01818181818181818
0673-IGUQO,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,20.45,No,20.45,0-1 Year,20.45,0,1,20.45,1,20.45,1.0
4123-FCVCB,Female,0,No,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,75.85,854.45,No,71.20416666666667,0-1 Year,6.320833333333333,0,6,12.641666666666666,7,10.835714285714285,0.5833333333333334
8819-IMISP,Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.45,2429.1,No,78.35806451612903,2-4 Years,2.5951612903225807,0,4,20.1125,5,16.09,0.16129032258064516
7802-EFKNY,Male,0,Yes,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.95,100.4,Yes,20.08,0-1 Year,4.99,1,1,24.95,2,12.475,0.4
8311-UEUAB,Female,0,Yes,Yes,67,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,75.5,5229.45,No,78.05149253731344,5-6 Years,1.126865671641791,0,6,12.583333333333334,7,10.785714285714286,0.1044776119402985
5858-EAFCZ,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,44.45,No,44.45,0-1 Year,44.45,0,2,22.225,3,14.816666666666668,3.0
8035-BUYVG,Male,0,Yes,No,40,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,42.35,1716.45,Yes,42.91125,2-4 Years,1.05875,1,4,10.5875,5,8.47,0.125
1163-ONYEY,Male,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),74.55,3023.55,No,73.74512195121952,2-4 Years,1.818292682926829,0,7,10.65,8,9.31875,0.1951219512195122
9787-XVQIU,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.3,75.3,Yes,75.3,0-1 Year,75.3,1,3,25.099999999999998,4,18.825,4.0
8945-MUQUF,Male,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,94.8,4837.6,Yes,94.85490196078432,4-5 Years,1.8588235294117643,1,6,15.799999999999999,7,13.542857142857143,0.13725490196078433
5656-MJEFC,Male,0,Yes,Yes,42,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),48.15,2032.3,No,48.38809523809524,2-4 Years,1.1464285714285714,0,5,9.629999999999999,6,8.025,0.14285714285714285
6082-OQFBA,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,436.9,No,18.995652173913044,1-2 Years,0.8543478260869565,0,1,19.65,1,19.65,0.043478260869565216
8051-HJRLT,Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.55,70.55,Yes,70.55,0-1 Year,70.55,1,2,35.275,3,23.516666666666666,3.0
8974-OVACP,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,No,20.15,0-1 Year,20.15,0,1,20.15,1,20.15,1.0
4010-YLMVT,Female,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),106.6,5893.95,No,105.24910714285714,4-5 Years,1.9035714285714285,0,7,15.228571428571428,8,13.325,0.14285714285714285
1379-FRVEB,Male,0,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.0,1430.05,No,95.33666666666666,1-2 Years,6.066666666666666,0,5,18.2,6,15.166666666666666,0.4
8612-GXIDD,Male,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.4,313.0,No,26.08333333333333,0-1 Year,2.1166666666666667,0,2,12.7,2,12.7,0.16666666666666666
6288-CHQJB,Female,0,Yes,Yes,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),69.95,3871.85,No,71.70092592592593,4-5 Years,1.2953703703703705,0,6,11.658333333333333,7,9.992857142857144,0.12962962962962962
8160-HOWOX,Female,0,No,No,7,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.85,458.1,No,65.44285714285715,0-1 Year,9.55,0,4,16.7125,5,13.37,0.7142857142857143
3023-GFLBR,Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),86.15,2745.7,Yes,83.2030303030303,2-4 Years,2.610606060606061,1,4,21.5375,5,17.23,0.15151515151515152
6648-INWPS,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.15,341.35,No,21.334375,1-2 Years,1.259375,0,1,20.15,1,20.15,0.0625
4223-BKEOR,Female,0,No,Yes,21,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,64.85,1336.8,No,63.65714285714286,1-2 Years,3.088095238095238,0,5,12.969999999999999,6,10.808333333333332,0.2857142857142857
4079-VTGLK,Male,1,Yes,No,30,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,74.85,2181.75,No,72.725,2-4 Years,2.495,0,6,12.475,7,10.692857142857141,0.23333333333333334
1763-WQFUK,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.5,147.75,No,49.25,0-1 Year,16.833333333333332,0,3,16.833333333333332,4,12.625,1.3333333333333333
1391-UBDAR,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.9,818.45,No,74.40454545454546,0-1 Year,6.627272727272728,0,3,24.3,4,18.225,0.36363636363636365
8894-JVDCV,Female,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),115.05,7133.45,No,115.05564516129031,5-6 Years,1.8556451612903224,0,9,12.783333333333333,10,11.504999999999999,0.16129032258064516
2023-VQFDL,Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.0,348.8,No,19.37777777777778,1-2 Years,1.0555555555555556,0,1,19.0,1,19.0,0.05555555555555555
1345-GKDZZ,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,128.6,No,21.433333333333334,0-1 Year,3.2583333333333333,0,1,19.55,1,19.55,0.16666666666666666
2014-MKGMH,Female,0,No,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,101.1,4674.4,No,101.61739130434782,2-4 Years,2.1978260869565216,0,6,16.849999999999998,7,14.442857142857141,0.15217391304347827
5628-FCGYG,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.1,1737.45,No,82.7357142857143,1-2 Years,4.004761904761905,0,4,21.025,5,16.82,0.23809523809523808
2560-WBWXF,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.15,1498.85,No,22.04191176470588,5-6 Years,0.3551470588235293,0,2,12.075,2,12.075,0.029411764705882353
0248-IPDFW,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.1,50.1,No,50.1,0-1 Year,50.1,0,3,16.7,4,12.525,4.0
7978-DKUQH,Female,0,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.6,1797.75,No,71.91,2-4 Years,2.984,0,3,24.866666666666664,4,18.65,0.16
4335-UPJSI,Female,0,No,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,498.1,No,20.754166666666663,1-2 Years,0.8229166666666666,0,1,19.75,1,19.75,0.041666666666666664
0524-IAVZO,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,2624.25,Yes,87.475,2-4 Years,2.833333333333333,1,4,21.25,5,17.0,0.16666666666666666
2737-YNGYW,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.55,184.1,Yes,92.05,0-1 Year,40.275,1,3,26.849999999999998,4,20.1375,2.0
1784-EZDKJ,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.8,5498.8,No,107.81960784313726,4-5 Years,2.094117647058824,0,7,15.257142857142856,8,13.35,0.1568627450980392
9297-FVVDH,Female,0,Yes,Yes,57,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,84.5,4845.4,No,85.00701754385965,4-5 Years,1.4824561403508771,0,8,10.5625,9,9.38888888888889,0.15789473684210525
8007-YYPWD,Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.05,369.1,No,24.60666666666667,1-2 Years,1.6700000000000002,0,2,12.525,2,12.525,0.13333333333333333
7101-HRBLJ,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),83.7,6096.9,No,84.67916666666666,5-6 Years,1.1625,0,8,10.4625,9,9.3,0.125
5159-YFPKQ,Female,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.8,160.75,Yes,80.375,0-1 Year,37.9,1,3,25.266666666666666,4,18.95,2.0
6635-CPNUN,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),96.6,2684.35,No,95.86964285714284,2-4 Years,3.45,0,6,16.099999999999998,7,13.799999999999999,0.25
4021-RQSNY,Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,3004.15,Yes,103.59137931034483,2-4 Years,3.396551724137931,1,6,16.416666666666668,7,14.071428571428571,0.2413793103448276
5453-YBTWV,Male,0,Yes,Yes,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),101.1,6994.8,No,99.92571428571428,5-6 Years,1.4442857142857142,0,7,14.442857142857141,8,12.6375,0.11428571428571428
5039-LZRQT,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.2,273.25,No,21.01923076923077,1-2 Years,1.553846153846154,0,1,20.2,1,20.2,0.07692307692307693
2931-VUVJN,Female,1,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,94.05,5483.9,No,92.94745762711864,4-5 Years,1.5940677966101695,0,7,13.435714285714285,8,11.75625,0.13559322033898305
9061-TIHDA,Male,1,Yes,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.25,1233.65,Yes,94.89615384615384,1-2 Years,7.326923076923077,1,5,19.05,6,15.875,0.46153846153846156
8699-ASUFO,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,527.9,Yes,75.41428571428571,0-1 Year,10.62857142857143,1,3,24.8,4,18.6,0.5714285714285714
6418-PIQSP,Female,0,Yes,No,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,4985.9,No,80.41774193548386,5-6 Years,1.3064516129032258,0,7,11.571428571428571,8,10.125,0.12903225806451613
8220-OCUFY,Female,0,No,No,21,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,60.25,1258.35,No,59.92142857142856,1-2 Years,2.869047619047619,0,5,12.05,6,10.041666666666666,0.2857142857142857
3995-WFCSM,Female,0,No,No,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,60.85,111.4,No,55.7,0-1 Year,30.425,0,4,15.2125,5,12.17,2.5
1895-QTKDO,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),43.95,43.95,No,43.95,0-1 Year,43.95,0,2,21.975,3,14.65,3.0
2038-OEQZH,Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,86.05,308.1,No,77.025,0-1 Year,21.5125,0,4,21.5125,5,17.21,1.25
1178-PZGAB,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.25,383.65,No,20.19210526315789,1-2 Years,1.0657894736842106,0,1,20.25,1,20.25,0.05263157894736842
7927-AUXBZ,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.15,2555.9,Yes,85.19666666666667,2-4 Years,2.8383333333333334,1,4,21.2875,5,17.03,0.16666666666666666
